cnv_feature,f_score,p_value
cnv_depth__IBNLCO_04933__IBNLCO_04933__gene,3.5465017607148237,0.06099652189442078
cnv_depth__IBNLCO_04449__Putative__CDS,3.5458120022433772,0.06102146061240731
cnv_depth__IBNLCO_02633__Urea__CDS__promoter,3.544349685080686,0.0610743679074514
cnv_depth__IBNLCO_02824__IBNLCO_02824__gene__promoter,3.542221903410804,0.06115143986284916
cnv_depth__IBNLCO_03923__DUF3138__CDS,3.541451438003735,0.06117937316835967
cnv_depth__IBNLCO_02864__hypothetical__CDS__promoter,3.539297538887509,0.061257535611352595
cnv_depth__IBNLCO_01347__IBNLCO_01347__gene__promoter,3.538826316161606,0.061274649994280075
cnv_depth__IBNLCO_01001__Quercetin__CDS,3.536147134372621,0.06137205293689815
cnv_depth__IBNLCO_02214__IBNLCO_02214__gene,3.5348405902140243,0.0614196131860594
cnv_depth__IBNLCO_04082__Efflux__CDS,3.5331087576442677,0.06148271551662744
cnv_depth__IBNLCO_02283__Sensor__CDS__promoter,3.5307070624291175,0.06157034053583613
cnv_depth__IBNLCO_04409__DUF2780__CDS__promoter,3.5301808937646513,0.06158955549500284
cnv_depth__IBNLCO_02442__rmuC__gene,3.5237962499015865,0.06182322709464611
cnv_depth__IBNLCO_02016__hypothetical__CDS,3.521495535320192,0.061907663851803955
cnv_depth__IBNLCO_00433__Ubiquinone__CDS,3.519818037887979,0.061969306363805036
cnv_depth__IBNLCO_03508__IBNLCO_03508__gene,3.5197597499136095,0.06197144943829682
cnv_depth__IBNLCO_01244__Pentapeptide__CDS__promoter,3.509746922952564,0.06234077366529375
cnv_depth__IBNLCO_05740__IBNLCO_05740__gene__promoter,3.4985911927931093,0.06275503711011134
cnv_depth__IBNLCO_00808__ABC__CDS,3.498028656684598,0.0627760047420337
cnv_depth__IBNLCO_02324__Histidine__CDS__promoter,3.495971994631398,0.06285272754040891
cnv_depth__IBNLCO_03591__IBNLCO_03591__gene,3.4898660140005826,0.06308110176170705
cnv_depth__IBNLCO_02953__IBNLCO_02953__gene__promoter,3.485440664075841,0.06324717412243659
cnv_depth__IBNLCO_01151__IBNLCO_01151__gene__promoter,3.4845160284847188,0.06328193263516518
cnv_depth__IBNLCO_03971__CDP-alcohol__CDS__promoter,3.4843111751154945,0.06328963617155609
cnv_depth__IBNLCO_03037__IBNLCO_03037__gene__promoter,3.4841326917525337,0.06329634888128806
cnv_depth__IBNLCO_03930__IBNLCO_03930__gene__promoter,3.483089281705969,0.06333560654170867
cnv_depth__IBNLCO_03142__bolA__gene__promoter,3.482069264790345,0.06337400931842979
cnv_depth__IBNLCO_00722__lysR__gene,3.4774745038851322,0.06354730840369098
cnv_depth__IBNLCO_04208__hypothetical__CDS,3.47436232454707,0.06366497845051065
cnv_depth__IBNLCO_05027__bsaK__gene__promoter,3.47238008722122,0.06374004787181377
cnv_depth__IBNLCO_05041__PE-PGRS__CDS,3.4683329289443607,0.06389361335931372
cnv_depth__IBNLCO_02748__IBNLCO_02748__gene,3.4663997800369115,0.06396710499563317
cnv_depth__IBNLCO_05361__IBNLCO_05361__gene__promoter,3.465114125335716,0.06401603140562007
cnv_depth__IBNLCO_04074__NfeD-like__CDS,3.4646774402693143,0.06403265887773216
cnv_depth__IBNLCO_03768__IBNLCO_03768__gene,3.4644735256783714,0.06404042483586694
cnv_depth__IBNLCO_02928__exbB__gene,3.462002618534315,0.06413460821239103
cnv_depth__IBNLCO_04375__DUF4148__CDS,3.460173463441696,0.06420442580909645
cnv_depth__IBNLCO_04950__IBNLCO_04950__gene__promoter,3.4599394940340495,0.06421336214872754
cnv_depth__IBNLCO_01244__Pentapeptide__CDS,3.459343536206712,0.06423613048394912
cnv_depth__IBNLCO_00800__High-affinity__CDS,3.4591362353162727,0.06424405236600846
cnv_depth__IBNLCO_03921__FAD-dependent__CDS__promoter,3.4573804038238642,0.06431119254229127
cnv_depth__IBNLCO_02448__trnN__gene__promoter,3.455579052768422,0.06438015165433496
cnv_depth__IBNLCO_01726__IBNLCO_01726__gene,3.4551814360640973,0.06439538387057818
cnv_depth__IBNLCO_00816__IBNLCO_00816__gene,3.449615858427213,0.06460900132268868
cnv_depth__IBNLCO_03979__Type__CDS__promoter,3.4481292944248576,0.06466618722757005
cnv_depth__IBNLCO_04383__IBNLCO_04383__gene,3.447570558935538,0.06468769501057867
cnv_depth__IBNLCO_02694__IBNLCO_02694__gene,3.4462739288006,0.06473763669339686
cnv_depth__IBNLCO_03984__Pentapeptide__CDS__promoter,3.4449526759301152,0.0647885693804195
cnv_depth__IBNLCO_01783__hypothetical__CDS__promoter,3.4441772239398376,0.0648184821601897
cnv_depth__IBNLCO_00454__Cytochrome__CDS__promoter,3.4432027737271063,0.06485609226868255
cnv_depth__IBNLCO_01313__Ribosomal__CDS,3.4380240345146578,0.06505636601009407
cnv_depth__IBNLCO_04634__jamP__gene__promoter,3.435969120731671,0.06513601835226007
cnv_depth__IBNLCO_05015__spaP__gene__promoter,3.435589155921241,0.06515075798586263
cnv_depth__IBNLCO_00518__rsmD__gene,3.434861002579142,0.06517901460360195
cnv_depth__IBNLCO_05270__AMP__CDS__promoter,3.43405033070466,0.06521048892132716
cnv_depth__IBNLCO_04527__Ferrichrome__CDS__promoter,3.432037484908878,0.06528870827718974
cnv_depth__IBNLCO_02455__Fumarate__CDS__promoter,3.431245306507315,0.06531952004743813
cnv_depth__IBNLCO_00961__IBNLCO_00961__gene,3.425916962224631,0.06552717254593125
cnv_depth__IBNLCO_02555__trnR__gene__promoter,3.423151955134613,0.06563520806042038
cnv_depth__IBNLCO_01161__IBNLCO_01161__gene,3.416938294877395,0.0658786902150494
cnv_depth__IBNLCO_01059__Benzoate/H(+)__CDS__promoter,3.4116825251353062,0.06608539571564535
cnv_depth__IBNLCO_02621__trnG__gene,3.4109651983245493,0.06611366169603862
cnv_depth__IBNLCO_00410__IBNLCO_00410__gene,3.4098689606447086,0.06615688363253337
cnv_depth__IBNLCO_01510__hypothetical__CDS__promoter,3.409282935034123,0.06618000163562635
cnv_depth__IBNLCO_04236__IBNLCO_04236__gene,3.4087208465154935,0.06620218351317333
cnv_depth__IBNLCO_05622__DNA-binding__CDS__promoter,3.407780786878074,0.06623929925752227
cnv_depth__IBNLCO_00335__IBNLCO_00335__gene,3.4064349991568466,0.06629247305341308
cnv_depth__IBNLCO_00046__IBNLCO_00046__gene__promoter,3.40637438298453,0.06629486915631262
cnv_depth__IBNLCO_02521__IBNLCO_02521__gene,3.4052462972649087,0.0663394783757958
cnv_depth__IBNLCO_00735__IBNLCO_00735__gene__promoter,3.404727808145952,0.06635999243005546
cnv_depth__IBNLCO_02826__Glycolate__CDS__promoter,3.404270091023997,0.06637810770732329
cnv_depth__IBNLCO_02012__trnD__gene__promoter,3.4035983248356527,0.06640470413452064
cnv_depth__IBNLCO_04084__Macrolide__CDS,3.398417657326842,0.06661020156992699
cnv_depth__IBNLCO_03736__yfcC__gene__promoter,3.3975854071153204,0.06664327751220137
cnv_depth__IBNLCO_00942__6S__gene,3.396489853054965,0.06668684482629401
cnv_depth__IBNLCO_05355__HTH__CDS__promoter,3.3955251082967117,0.06672523557152497
cnv_depth__IBNLCO_04955__uxuB__gene__promoter,3.389115141071546,0.06698091644464359
cnv_depth__IBNLCO_05613__Major__CDS__promoter,3.3888577491837926,0.06699120528818277
cnv_depth__IBNLCO_01081__IBNLCO_01081__gene,3.388254016933912,0.06701534522709071
cnv_depth__IBNLCO_02222__Transmembrane__CDS__promoter,3.3879732608775117,0.0670265743093983
cnv_depth__IBNLCO_05452__IBNLCO_05452__gene,3.38778566313333,0.06703407857258448
cnv_depth__IBNLCO_03656__hypothetical__CDS__promoter,3.386383402711098,0.06709020027783406
cnv_depth__IBNLCO_03086__Release__CDS,3.3863170791244697,0.06709285595322154
cnv_depth__IBNLCO_00427__Sigma-54-dependent__CDS__promoter,3.3831930504960277,0.06721807403794051
cnv_depth__IBNLCO_02249__Peptide__CDS,3.3804982416718072,0.06732629009992773
cnv_depth__IBNLCO_02060__IBNLCO_02060__gene__promoter,3.3789816401830506,0.06738727506836131
cnv_depth__IBNLCO_05000__bprB__gene__promoter,3.378648022386447,0.06740069834988859
cnv_depth__IBNLCO_04008__4-vinyl__CDS__promoter,3.3770720179552938,0.06746414861367186
cnv_depth__IBNLCO_00306__IBNLCO_00306__gene__promoter,3.3752381904623725,0.06753805983417818
cnv_depth__IBNLCO_01296__IBNLCO_01296__gene__promoter,3.372344079639603,0.06765488248035105
cnv_depth__IBNLCO_02810__IBNLCO_02810__gene__promoter,3.37098371995854,0.06770986941784725
cnv_depth__IBNLCO_00240__IBNLCO_00240__gene,3.3672896947834965,0.06785942804640156
cnv_depth__IBNLCO_05121__Pyruvate__CDS__promoter,3.36706452315374,0.0678685559807439
cnv_depth__IBNLCO_02836__Alpha-D-ribose__CDS__promoter,3.3650039937391534,0.06795214648204226
cnv_depth__IBNLCO_03516__IBNLCO_03516__gene__promoter,3.364370682143572,0.06797786060976983
cnv_depth__IBNLCO_03832__IBNLCO_03832__gene,3.362529458749525,0.06805267868708018
cnv_depth__IBNLCO_01861__potA__gene__promoter,3.3613902389737835,0.06809901526399958
cnv_depth__IBNLCO_00239__IBNLCO_00239__gene,3.359946769344488,0.06815777569152202
cnv_depth__IBNLCO_00663__IBNLCO_00663__gene,3.358670076082351,0.06820979253094889
cnv_depth__IBNLCO_02429__Large__CDS,3.356753912241806,0.06828794383934451
cnv_depth__IBNLCO_02432__Signal__CDS__promoter,3.354712763447128,0.06837129878784151
cnv_depth__IBNLCO_04988__type__CDS__promoter,3.353733667268947,0.06841132129013178
cnv_depth__IBNLCO_01975__hypothetical__CDS,3.351369901566043,0.06850804895120394
cnv_depth__IBNLCO_04990__tssI__gene,3.349349488530884,0.06859084305521068
cnv_depth__IBNLCO_03605__pvcC__gene__promoter,3.3486282731031625,0.06862042369855512
cnv_depth__IBNLCO_03517__Rhs__CDS__promoter,3.3479312057222725,0.06864902697042312
cnv_depth__IBNLCO_02384__IBNLCO_02384__gene,3.338943157402835,0.06901899292490829
cnv_depth__IBNLCO_04253__Tannase/feruloyl__CDS,3.338389548587143,0.06904185069313051
cnv_depth__IBNLCO_01138__RDD__CDS,3.3379103921828097,0.0690616410061742
cnv_depth__IBNLCO_04089__hypothetical__CDS,3.3345343062798505,0.06920125487264042
cnv_depth__IBNLCO_00761__DUF4145__CDS__promoter,3.334432493010888,0.0692054699563909
cnv_depth__IBNLCO_00481__IBNLCO_00481__gene__promoter,3.3312722776460806,0.06933644099860432
cnv_depth__IBNLCO_02273__folD__gene,3.326346469399445,0.0695411177550511
cnv_depth__IBNLCO_04415__IBNLCO_04415__gene__promoter,3.3232059760435697,0.06967195116404515
cnv_depth__IBNLCO_03914__IBNLCO_03914__gene__promoter,3.322838311075702,0.0696872854815904
cnv_depth__IBNLCO_05168__IBNLCO_05168__gene,3.322693994072665,0.06969330555015447
cnv_depth__IBNLCO_05742__IBNLCO_05742__gene,3.3207910282961977,0.06977273870465987
cnv_depth__IBNLCO_01829__Regulatory__CDS__promoter,3.3206951276540635,0.06977674434930936
cnv_depth__IBNLCO_05086__twitching__CDS,3.3194543545534825,0.06982859218201587
cnv_depth__IBNLCO_05304__lgrE__gene,3.316247711454899,0.06996277974343741
cnv_depth__IBNLCO_00651__IBNLCO_00651__gene__promoter,3.31324761571887,0.07008857573709798
cnv_depth__IBNLCO_00480__IBNLCO_00480__gene__promoter,3.311542952430449,0.07016016203574112
cnv_depth__IBNLCO_04679__Peptidoglycan__CDS,3.3082592512976885,0.0702982813880111
cnv_depth__IBNLCO_02875__IBNLCO_02875__gene,3.307766121637608,0.07031904876644328
cnv_depth__IBNLCO_00923__HTH__CDS,3.30649079600834,0.07037278778329567
cnv_depth__IBNLCO_04044__IBNLCO_04044__gene__promoter,3.3064517921778176,0.07037443200452409
cnv_depth__IBNLCO_01816__Transcriptional__CDS__promoter,3.304175433214443,0.0704704645860931
cnv_depth__IBNLCO_01028__Translation__CDS,3.3016367166397633,0.07057773196801764
cnv_depth__IBNLCO_01196__rrl__gene__promoter,3.301287343874617,0.0705925076568928
cnv_depth__IBNLCO_00868__IBNLCO_00868__gene,3.299675781652085,0.07066070712535141
cnv_depth__IBNLCO_02869__birA__gene__promoter,3.2976938590705305,0.070744677284221
cnv_depth__IBNLCO_03672__IBNLCO_03672__gene__promoter,3.29725144831439,0.07076343604918199
cnv_depth__IBNLCO_04818__IBNLCO_04818__gene__promoter,3.2952337941646404,0.07084905515280068
cnv_depth__IBNLCO_00817__IBNLCO_00817__gene,3.292911272264264,0.0709477496980962
cnv_depth__IBNLCO_05193__IBNLCO_05193__gene__promoter,3.2921505563577846,0.07098010822498926
cnv_depth__IBNLCO_00910__CDP-6-deoxy-delta-3%2C4-glucoseen__CDS,3.2886444384810947,0.07112945370897808
cnv_depth__IBNLCO_03117__site-specific__CDS,3.287993476083054,0.07115721919627568
cnv_depth__IBNLCO_00953__threonine-phosphate__CDS,3.287039440866556,0.07119793277461538
cnv_depth__IBNLCO_04073__Band__CDS,3.284968110328417,0.07128641363550495
cnv_depth__IBNLCO_01072__FtsK__CDS__promoter,3.2840759396478543,0.07132456097362194
cnv_depth__IBNLCO_02846__hypothetical__CDS__promoter,3.2839940811377133,0.07132806217417438
cnv_depth__IBNLCO_03862__IBNLCO_03862__gene__promoter,3.2807655615033395,0.07146629840138559
cnv_depth__IBNLCO_02498__gnl|Bakta|IBNLCO_02498__CDS__promoter,3.278473710502306,0.07156460454742351
cnv_depth__IBNLCO_02360__IBNLCO_02360__gene__promoter,3.2781437509575206,0.07157876977309637
cnv_depth__IBNLCO_01159__IBNLCO_01159__gene,3.27445293986374,0.07173742340367814
cnv_depth__IBNLCO_02772__wcbR__gene,3.2724648883690857,0.0718230392754764
cnv_depth__IBNLCO_00788__Carbon__CDS__promoter,3.27208014026779,0.07183962127166868
cnv_depth__IBNLCO_05126__IBNLCO_05126__gene,3.2697820823001393,0.07193874980652289
cnv_depth__IBNLCO_02556__guanosine-3'%2C5'-bis(diphosphate)__CDS,3.2695678904527656,0.07194799666017895
cnv_depth__IBNLCO_05444__Alcohol__CDS__promoter,3.26692065197323,0.0720623863062898
cnv_depth__IBNLCO_05190__IBNLCO_05190__gene__promoter,3.2624531776775516,0.07225587558249454
cnv_depth__IBNLCO_01894__Phosphoribosyltransferase__CDS,3.2621088323721685,0.07227081267386186
cnv_depth__IBNLCO_04690__IBNLCO_04690__gene,3.2566928835881126,0.072506186148364
cnv_depth__IBNLCO_00885__Coenzyme__CDS__promoter,3.255744616185322,0.07254748230339522
cnv_depth__IBNLCO_02658__Glycosyltransferase__CDS,3.253368285342086,0.07265108091229416
cnv_depth__IBNLCO_02743__IBNLCO_02743__gene__promoter,3.2528616293058357,0.07267318976648479
cnv_depth__IBNLCO_05740__Glycosyl__CDS,3.2507529368971673,0.07276528447340183
cnv_depth__IBNLCO_04040__hypothetical__CDS__promoter,3.2501242433042896,0.0727927663287937
cnv_depth__IBNLCO_05555__hypothetical__CDS__promoter,3.24859019633428,0.07285987063375889
cnv_depth__IBNLCO_01530__Dihydrolipoyllysine-residue__CDS,3.2386942877667493,0.0732943597649445
cnv_depth__IBNLCO_02316__IBNLCO_02316__gene__promoter,3.2367250626017974,0.0733811539426153
cnv_depth__IBNLCO_04486__gnl|Bakta|IBNLCO_04486__CDS__promoter,3.2356024091269586,0.07343068492524686
cnv_depth__IBNLCO_05642__Succinyl-CoA--L-malate__CDS,3.234450850374973,0.07348152873311695
cnv_depth__IBNLCO_00254__pxpA__gene__promoter,3.2240557787994177,0.0739422192849445
cnv_depth__IBNLCO_02304__IBNLCO_02304__gene__promoter,3.2221881905715564,0.07402531771232196
cnv_depth__IBNLCO_04372__IBNLCO_04372__gene__promoter,3.220504912487814,0.07410030175695911
cnv_depth__IBNLCO_01860__IBNLCO_01860__gene__promoter,3.211270432237719,0.07451312866018965
cnv_depth__IBNLCO_00035__DUF2938__CDS__promoter,3.206402491079535,0.07473175016415834
cnv_depth__IBNLCO_03661__IBNLCO_03661__gene,3.197499292822777,0.07513339379201972
cnv_depth__IBNLCO_02403__IBNLCO_02403__gene__promoter,3.1965090090996116,0.07517821185435801
cnv_depth__IBNLCO_00930__cbiX__gene,3.1894249785386424,0.07549966425110523
cnv_depth__IBNLCO_03087__gnl|Bakta|IBNLCO_03087__CDS__promoter,3.188848359874825,0.07552589487978864
cnv_depth__IBNLCO_05526__IBNLCO_05526__gene,3.186822756159003,0.07561811865196928
cnv_depth__IBNLCO_01782__histidine__CDS__promoter,3.1832616769994195,0.07578054671108624
cnv_depth__IBNLCO_02205__trnS__gene,3.1816389740858484,0.07585468668458342
cnv_depth__IBNLCO_01038__hypothetical__CDS,3.1792777681852002,0.07596270852077586
cnv_depth__IBNLCO_00802__IBNLCO_00802__gene,3.1782064474731206,0.07601177483035046
cnv_depth__IBNLCO_04446__gsiA__gene,3.1767099890788137,0.07608036981016487
cnv_depth__IBNLCO_05796__Alpha/beta__CDS__promoter,3.174754381830426,0.07617011237103931
cnv_depth__IBNLCO_05508__prnB__gene__promoter,3.173697749766257,0.0762186487573576
cnv_depth__IBNLCO_04169__MOSC__CDS__promoter,3.1700691621369357,0.0763855829898668
cnv_depth__IBNLCO_05282__Sulfate/thiosulfate__CDS__promoter,3.16382142418166,0.07667394031420176
cnv_depth__IBNLCO_02763__Polysaccharide__CDS,3.154916928604755,0.07708695648900099
cnv_depth__IBNLCO_05286__Transcriptional__CDS,3.1547114436065273,0.0770965158743047
cnv_depth__IBNLCO_04753__Antibiotic__CDS__promoter,3.1531816309216785,0.07716772479982718
cnv_depth__IBNLCO_02890__IBNLCO_02890__gene__promoter,3.151008833090621,0.07726898554597136
cnv_depth__IBNLCO_01033__ATP-binding__CDS__promoter,3.1497136489506055,0.07732941458218463
cnv_depth__IBNLCO_02578__IBNLCO_02578__gene,3.1458594557039645,0.07750954164550779
cnv_depth__IBNLCO_02464__IBNLCO_02464__gene,3.144553308022801,0.07757068800128615
cnv_depth__IBNLCO_04578__IBNLCO_04578__gene__promoter,3.1441766351683547,0.07758833137567805
cnv_depth__IBNLCO_01909__IBNLCO_01909__gene,3.143879441323129,0.07760225501821041
cnv_depth__IBNLCO_04892__Tir__CDS__promoter,3.1422518452736545,0.07767855653081716
cnv_depth__IBNLCO_00636__IBNLCO_00636__gene,3.141291726837704,0.07772360488930087
cnv_depth__IBNLCO_03891__Quercetin__CDS__promoter,3.1412886207520048,0.07772375067148404
cnv_depth__IBNLCO_00152__IBNLCO_00152__gene__promoter,3.140894676728568,0.07774224258913011
cnv_depth__IBNLCO_00370__hypothetical__CDS__promoter,3.140821461263988,0.0777456798827841
cnv_depth__IBNLCO_00385__hypothetical__CDS,3.1397527314855407,0.07779587298092089
cnv_depth__IBNLCO_04076__Acyl-CoA__CDS,3.136487115671965,0.07794946096459407
cnv_depth__IBNLCO_01238__IBNLCO_01238__gene__promoter,3.133541803249333,0.07808826636118804
cnv_depth__IBNLCO_01014__Uncharacterized__CDS,3.1320737811479797,0.07815755068565687
cnv_depth__IBNLCO_03610__Type__CDS__promoter,3.125863195825692,0.07845140171773779
cnv_depth__IBNLCO_02873__Phosphatase__CDS__promoter,3.1253551906627988,0.07847549068670445
cnv_depth__IBNLCO_00878__cspD__gene__promoter,3.1235182211926147,0.07856266442907364
cnv_depth__IBNLCO_00913__Ribosomal__CDS,3.1230454274153705,0.07858511793368639
cnv_depth__IBNLCO_00806__D-tagatose-1%2C6-bisphosphate__CDS,3.122676675872687,0.07860263518588169
cnv_depth__IBNLCO_01757__Histidine__CDS__promoter,3.1186853088470947,0.07879251310100106
cnv_depth__IBNLCO_02435__IBNLCO_02435__gene__promoter,3.117128330606876,0.07886671670387775
cnv_depth__IBNLCO_00866__IBNLCO_00866__gene,3.113723730164472,0.07902923980022883
cnv_depth__IBNLCO_00629__ubiJ__gene,3.1083350501027165,0.07928721846397513
cnv_depth__IBNLCO_05030__SctL__CDS,3.1075164973882967,0.07932648585733842
cnv_depth__IBNLCO_05618__IBNLCO_05618__gene__promoter,3.1060929223395566,0.07939482747699743
cnv_depth__IBNLCO_05129__hypothetical__CDS__promoter,3.1041240267419847,0.07948945359710649
cnv_depth__IBNLCO_02506__hypothetical__CDS,3.102440960108031,0.07957043963074527
cnv_depth__IBNLCO_05542__IBNLCO_05542__gene__promoter,3.0991494266674007,0.07972908093595914
cnv_depth__IBNLCO_02936__cynR__gene,3.098061164891868,0.07978160710649597
cnv_depth__IBNLCO_05646__IBNLCO_05646__gene,3.0959683365916515,0.07988272537034492
cnv_depth__IBNLCO_01346__IBNLCO_01346__gene__promoter,3.0941772134902363,0.07996937672353767
cnv_depth__IBNLCO_00472__UmuC__CDS__promoter,3.0941275091616447,0.07997178278469862
cnv_depth__IBNLCO_01167__NADH-quinone__CDS,3.0940163343695453,0.07997716476030385
cnv_depth__IBNLCO_02292__Fatty__CDS,3.093274315593579,0.08001309598339618
cnv_depth__IBNLCO_05052__Taurine__CDS,3.0930727215580824,0.08002286091903496
cnv_depth__IBNLCO_04647__hypothetical__CDS__promoter,3.0923686343536674,0.08005697607503176
cnv_depth__IBNLCO_01118__IBNLCO_01118__gene__promoter,3.090799990045609,0.080133038407793
cnv_depth__IBNLCO_04715__HTH__CDS,3.0901353858118763,0.08016528819707162
cnv_depth__IBNLCO_02105__glutathione__CDS__promoter,3.0878754716718375,0.08027505551784349
cnv_depth__IBNLCO_02634__Urea__CDS,3.087076289005472,0.08031391202010131
cnv_depth__IBNLCO_00598__IBNLCO_00598__gene__promoter,3.0862261013493706,0.08035527081240539
cnv_depth__IBNLCO_02889__Tyrosine--tRNA__CDS__promoter,3.0848394214437986,0.08042277777478528
cnv_depth__IBNLCO_04817__srpI__gene__promoter,3.0809263522010464,0.080613607741923
cnv_depth__IBNLCO_01487__IBNLCO_01487__gene,3.079178932895733,0.08069898345172974
cnv_depth__IBNLCO_01854__DUF2975__CDS__promoter,3.076527429723589,0.08082871859624069
cnv_depth__IBNLCO_01200__IBNLCO_01200__gene__promoter,3.0727276575056632,0.08101503225747275
cnv_depth__IBNLCO_00668__IBNLCO_00668__gene__promoter,3.070131102040066,0.08114261697385586
cnv_depth__IBNLCO_05511__IBNLCO_05511__gene,3.0690077641839197,0.08119788106698429
cnv_depth__IBNLCO_01053__Uracil-DNA__CDS__promoter,3.062741506451636,0.08150690891810015
