feature,cluster
cnv_depth__IBNLCO_00213__eamA__gene,5886
cnv_depth__IBNLCO_00213__eamA__gene__promoter,4985
cnv_depth__IBNLCO_00214__Major__CDS,5699
cnv_depth__IBNLCO_00214__IBNLCO_00214__gene__promoter,7582
cnv_depth__IBNLCO_00215__IBNLCO_00215__gene__promoter,5236
cnv_depth__IBNLCO_00215__IBNLCO_00215__gene,152
cnv_depth__IBNLCO_00216__IBNLCO_00216__gene__promoter,152
cnv_depth__IBNLCO_00216__Stress__CDS,9377
cnv_depth__IBNLCO_00217__hypothetical__CDS,8601
cnv_depth__IBNLCO_00217__hypothetical__CDS__promoter,7211
cnv_depth__IBNLCO_00218__Aldehyde__CDS,5345
cnv_depth__IBNLCO_00218__IBNLCO_00218__gene__promoter,7999
cnv_depth__IBNLCO_00219__Acyl-CoA__CDS__promoter,287
cnv_depth__IBNLCO_00220__Alcohol__CDS__promoter,287
cnv_depth__IBNLCO_00220__Alcohol__CDS,6693
cnv_depth__IBNLCO_00221__flagellar__CDS,7821
cnv_depth__IBNLCO_00221__fliK__gene__promoter,9228
cnv_depth__IBNLCO_00222__flagellar__CDS,5000
cnv_depth__IBNLCO_00222__flagellar__CDS__promoter,8613
cnv_depth__IBNLCO_00223__fliI__gene,6850
cnv_depth__IBNLCO_00224__flagellar__CDS,9592
cnv_depth__IBNLCO_00223__flagellum-specific__CDS__promoter,4994
cnv_depth__IBNLCO_00224__fliH__gene__promoter,6579
cnv_depth__IBNLCO_00225__fliG__gene__promoter,6423
cnv_depth__IBNLCO_00226__flagellar__CDS__promoter,253
cnv_depth__IBNLCO_00227__fliE__gene__promoter,253
cnv_depth__IBNLCO_00227__flagellar__CDS,7990
cnv_depth__IBNLCO_00228__flagellar__CDS__promoter,5569
cnv_depth__IBNLCO_00228__flagellar__CDS,50
cnv_depth__IBNLCO_00229__fliT__gene__promoter,50
cnv_depth__IBNLCO_00229__Flagellar__CDS,9169
cnv_depth__IBNLCO_00230__hypothetical__CDS__promoter,8118
cnv_depth__IBNLCO_00230__IBNLCO_00230__gene,8606
cnv_depth__IBNLCO_00231__Flagellar__CDS__promoter,6630
cnv_depth__IBNLCO_00231__flhB__gene,6129
cnv_depth__IBNLCO_00232__PepSY-associated__CDS__promoter,6358
cnv_depth__IBNLCO_00232__IBNLCO_00232__gene,8694
cnv_depth__IBNLCO_00233__IBNLCO_00233__gene,6111
cnv_depth__IBNLCO_00233__Putative__CDS__promoter,9471
cnv_depth__IBNLCO_00234__bcaP__gene__promoter,8463
cnv_depth__IBNLCO_00235__rqpR__gene,7851
cnv_depth__IBNLCO_00236__IBNLCO_00236__gene,6879
cnv_depth__IBNLCO_00235__response__CDS__promoter,4964
cnv_depth__IBNLCO_00236__histidine__CDS__promoter,6001
cnv_depth__IBNLCO_00237__IBNLCO_00237__gene,5633
cnv_depth__IBNLCO_00237__ferredoxin--NADP(+)__CDS__promoter,5897
cnv_depth__IBNLCO_00238__IBNLCO_00238__gene,6499
cnv_depth__IBNLCO_00238__IBNLCO_00238__gene__promoter,6004
cnv_depth__IBNLCO_00239__IBNLCO_00239__gene,8169
cnv_depth__IBNLCO_00239__Endonuclease/exonuclease/phosphatase__CDS__promoter,6098
cnv_depth__IBNLCO_00240__IBNLCO_00240__gene,9409
cnv_depth__IBNLCO_00240__gnl|Bakta|IBNLCO_00240__CDS__promoter,5893
cnv_depth__IBNLCO_00241__Lon__CDS__promoter,9009
cnv_depth__IBNLCO_00241__IBNLCO_00241__gene,7161
cnv_depth__IBNLCO_00242__L-2-hydroxyglutarate__CDS__promoter,9059
cnv_depth__IBNLCO_00243__hypothetical__CDS__promoter,7134
cnv_depth__IBNLCO_00243__IBNLCO_00243__gene,6382
cnv_depth__IBNLCO_00244__IBNLCO_00244__gene__promoter,8413
cnv_depth__IBNLCO_00244__Proline/betaine__CDS,6996
cnv_depth__IBNLCO_00245__IBNLCO_00245__gene__promoter,7512
cnv_depth__IBNLCO_00245__IBNLCO_00245__gene,119
cnv_depth__IBNLCO_00246__Dipeptide__CDS__promoter,4864
cnv_depth__IBNLCO_00246__Dipeptide__CDS,8849
cnv_depth__IBNLCO_00247__ABC__CDS__promoter,5176
cnv_depth__IBNLCO_00247__IBNLCO_00247__gene,6132
cnv_depth__IBNLCO_00248__ABC-type__CDS__promoter,7261
cnv_depth__IBNLCO_00248__IBNLCO_00248__gene,5547
cnv_depth__IBNLCO_00249__IBNLCO_00249__gene__promoter,5805
cnv_depth__IBNLCO_00249__IBNLCO_00249__gene,6966
cnv_depth__IBNLCO_00250__hypothetical__CDS__promoter,9477
cnv_depth__IBNLCO_00250__hypothetical__CDS,6038
cnv_depth__IBNLCO_00251__BTH_s1__gene__promoter,5372
cnv_depth__IBNLCO_00251__Burkholderia__ncRNA,7271
cnv_depth__IBNLCO_00252__gnl|Bakta|IBNLCO_00252__CDS,5269
cnv_depth__IBNLCO_00253__DUF969__CDS,6570
cnv_depth__IBNLCO_00252__IBNLCO_00252__gene__promoter,9531
cnv_depth__IBNLCO_00253__IBNLCO_00253__gene__promoter,7138
cnv_depth__IBNLCO_00254__5-oxoprolinase__CDS,7765
cnv_depth__IBNLCO_00254__pxpA__gene__promoter,5255
cnv_depth__IBNLCO_00255__IBNLCO_00255__gene,8434
cnv_depth__IBNLCO_00256__5-oxoprolinase__CDS,7773
cnv_depth__IBNLCO_00255__IBNLCO_00255__gene__promoter,5464
cnv_depth__IBNLCO_00257__IBNLCO_00257__gene__promoter,101
cnv_depth__IBNLCO_00256__IBNLCO_00256__gene__promoter,101
cnv_depth__IBNLCO_00257__IBNLCO_00257__gene,5829
cnv_depth__IBNLCO_00258__5-formyltetrahydrofolate__CDS,8153
cnv_depth__IBNLCO_00259__IBNLCO_00259__gene__promoter,6755
cnv_depth__IBNLCO_00258__IBNLCO_00258__gene__promoter,4940
cnv_depth__IBNLCO_00260__IBNLCO_00260__gene__promoter,8015
cnv_depth__IBNLCO_00260__IBNLCO_00260__gene,9369
cnv_depth__IBNLCO_00261__GST__CDS__promoter,9643
cnv_depth__IBNLCO_00261__IBNLCO_00261__gene,6085
cnv_depth__IBNLCO_00262__IBNLCO_00262__gene__promoter,8225
cnv_depth__IBNLCO_00262__IBNLCO_00262__gene,7233
cnv_depth__IBNLCO_00263__IBNLCO_00263__gene,5497
cnv_depth__IBNLCO_00263__IBNLCO_00263__gene__promoter,4937
cnv_depth__IBNLCO_00264__flgN__gene,5818
cnv_depth__IBNLCO_00264__flgN__gene__promoter,9292
cnv_depth__IBNLCO_00265__negative__CDS,8991
cnv_depth__IBNLCO_00265__flgM__gene__promoter,7209
cnv_depth__IBNLCO_00266__flagellar__CDS,9064
cnv_depth__IBNLCO_00266__flgA__gene__promoter,39
cnv_depth__IBNLCO_00267__flgB__gene__promoter,39
cnv_depth__IBNLCO_00267__flagellar__CDS,6757
cnv_depth__IBNLCO_00268__flgC__gene__promoter,9095
cnv_depth__IBNLCO_00268__flagellar__CDS,8759
cnv_depth__IBNLCO_00269__flgD__gene__promoter,8374
cnv_depth__IBNLCO_00269__flgD__gene,8652
cnv_depth__IBNLCO_00270__flgE__gene__promoter,7657
cnv_depth__IBNLCO_00270__flgE__gene,8856
cnv_depth__IBNLCO_00271__flgF__gene__promoter,5592
cnv_depth__IBNLCO_00271__flgF__gene,8593
cnv_depth__IBNLCO_00272__flgG__gene__promoter,8564
cnv_depth__IBNLCO_00272__flgG__gene,4974
cnv_depth__IBNLCO_00273__flgH__gene__promoter,6643
cnv_depth__IBNLCO_00273__flgH__gene,8801
cnv_depth__IBNLCO_00274__flgI__gene__promoter,7581
cnv_depth__IBNLCO_00275__flgJ__gene__promoter,7619
cnv_depth__IBNLCO_00275__flgJ__gene,8103
cnv_depth__IBNLCO_00276__ycgR__gene__promoter,5177
cnv_depth__IBNLCO_00276__ycgR__gene,5441
cnv_depth__IBNLCO_00277__flgK__gene__promoter,6859
cnv_depth__IBNLCO_00278__flgL__gene__promoter,6699
cnv_depth__IBNLCO_00279__IBNLCO_00279__gene__promoter,5045
cnv_depth__IBNLCO_00279__IBNLCO_00279__gene,8348
cnv_depth__IBNLCO_00280__IBNLCO_00280__gene,8149
cnv_depth__IBNLCO_00281__IBNLCO_00281__gene__promoter,307
cnv_depth__IBNLCO_00280__IBNLCO_00280__gene__promoter,307
cnv_depth__IBNLCO_00281__IBNLCO_00281__gene,8797
cnv_depth__IBNLCO_00282__IBNLCO_00282__gene__promoter,8426
cnv_depth__IBNLCO_00283__IBNLCO_00283__gene,6941
cnv_depth__IBNLCO_00284__IBNLCO_00284__gene__promoter,9638
cnv_depth__IBNLCO_00283__IBNLCO_00283__gene__promoter,9041
cnv_depth__IBNLCO_00284__IBNLCO_00284__gene,211
cnv_depth__IBNLCO_00285__IBNLCO_00285__gene__promoter,211
cnv_depth__IBNLCO_00285__IBNLCO_00285__gene,7131
cnv_depth__IBNLCO_00286__IBNLCO_00286__gene__promoter,8399
cnv_depth__IBNLCO_00286__IBNLCO_00286__gene,8574
cnv_depth__IBNLCO_00287__IBNLCO_00287__gene,5745
cnv_depth__IBNLCO_00287__IBNLCO_00287__gene__promoter,7337
cnv_depth__IBNLCO_00288__IBNLCO_00288__gene,7230
cnv_depth__IBNLCO_00288__IBNLCO_00288__gene__promoter,5338
cnv_depth__IBNLCO_00289__IBNLCO_00289__gene,7180
cnv_depth__IBNLCO_00289__IBNLCO_00289__gene__promoter,8143
cnv_depth__IBNLCO_00290__IBNLCO_00290__gene__promoter,5184
cnv_depth__IBNLCO_00291__Carbohydrate__CDS__promoter,8975
cnv_depth__IBNLCO_00292__IBNLCO_00292__gene,8214
cnv_depth__IBNLCO_00292__hypothetical__CDS__promoter,7145
cnv_depth__IBNLCO_00293__IBNLCO_00293__gene,6493
cnv_depth__IBNLCO_00293__hypothetical__CDS__promoter,8966
cnv_depth__IBNLCO_00294__IBNLCO_00294__gene__promoter,6823
cnv_depth__IBNLCO_00295__IBNLCO_00295__gene__promoter,201
cnv_depth__IBNLCO_00294__IBNLCO_00294__gene,201
cnv_depth__IBNLCO_00295__IBNLCO_00295__gene,7602
cnv_depth__IBNLCO_00296__Manganese__CDS__promoter,6594
cnv_depth__IBNLCO_00296__IBNLCO_00296__gene,8128
cnv_depth__IBNLCO_00297__IBNLCO_00297__gene__promoter,9335
cnv_depth__IBNLCO_00297__IBNLCO_00297__gene,9243
cnv_depth__IBNLCO_00298__IBNLCO_00298__gene__promoter,8954
cnv_depth__IBNLCO_00299__Argininosuccinate__CDS__promoter,8363
cnv_depth__IBNLCO_00299__IBNLCO_00299__gene,6719
cnv_depth__IBNLCO_00300__IBNLCO_00300__gene__promoter,6743
cnv_depth__IBNLCO_00300__IBNLCO_00300__gene,8358
cnv_depth__IBNLCO_00301__Secreted__CDS__promoter,5714
cnv_depth__IBNLCO_00301__IBNLCO_00301__gene,7494
cnv_depth__IBNLCO_00302__IBNLCO_00302__gene__promoter,8267
cnv_depth__IBNLCO_00302__IBNLCO_00302__gene,7375
cnv_depth__IBNLCO_00303__Copper-translocating__CDS__promoter,6389
cnv_depth__IBNLCO_00304__lemA__gene__promoter,6977
cnv_depth__IBNLCO_00304__lemA__gene,5596
cnv_depth__IBNLCO_00305__TPM__CDS__promoter,5452
cnv_depth__IBNLCO_00305__IBNLCO_00305__gene,9591
cnv_depth__IBNLCO_00306__IBNLCO_00306__gene__promoter,5065
cnv_depth__IBNLCO_00306__IBNLCO_00306__gene,9187
cnv_depth__IBNLCO_00307__gnl|Bakta|IBNLCO_00307__CDS__promoter,7723
cnv_depth__IBNLCO_00307__IBNLCO_00307__gene,8136
cnv_depth__IBNLCO_00308__IBNLCO_00308__gene__promoter,7563
cnv_depth__IBNLCO_00308__IBNLCO_00308__gene,6782
cnv_depth__IBNLCO_00309__RND__CDS__promoter,8167
cnv_depth__IBNLCO_00310__Cation__CDS__promoter,5487
cnv_depth__IBNLCO_00311__copper-binding__CDS__promoter,7415
cnv_depth__IBNLCO_00311__IBNLCO_00311__gene,9279
cnv_depth__IBNLCO_00312__IBNLCO_00312__gene__promoter,7033
cnv_depth__IBNLCO_00312__IBNLCO_00312__gene,6434
cnv_depth__IBNLCO_00313__IBNLCO_00313__gene,6572
cnv_depth__IBNLCO_00313__IBNLCO_00313__gene__promoter,7943
cnv_depth__IBNLCO_00314__glmU__gene,8429
cnv_depth__IBNLCO_00314__glmU__gene__promoter,9446
cnv_depth__IBNLCO_00315__IBNLCO_00315__gene,6161
cnv_depth__IBNLCO_00316__IBNLCO_00316__gene,4932
cnv_depth__IBNLCO_00315__tRNA-cytidine(32)__CDS__promoter,5183
cnv_depth__IBNLCO_00316__IBNLCO_00316__gene__promoter,6563
cnv_depth__IBNLCO_00317__IBNLCO_00317__gene,8962
cnv_depth__IBNLCO_00318__IBNLCO_00318__gene__promoter,6056
cnv_depth__IBNLCO_00317__IBNLCO_00317__gene__promoter,7006
cnv_depth__IBNLCO_00318__IBNLCO_00318__gene,8039
cnv_depth__IBNLCO_00319__hypothetical__CDS__promoter,7129
cnv_depth__IBNLCO_00319__IBNLCO_00319__gene,5830
cnv_depth__IBNLCO_00320__IBNLCO_00320__gene,6828
cnv_depth__IBNLCO_00320__IBNLCO_00320__gene__promoter,8151
cnv_depth__IBNLCO_00321__IBNLCO_00321__gene,8711
cnv_depth__IBNLCO_00322__IBNLCO_00322__gene,7724
cnv_depth__IBNLCO_00321__IBNLCO_00321__gene__promoter,6093
cnv_depth__IBNLCO_00322__IBNLCO_00322__gene__promoter,5526
cnv_depth__IBNLCO_00323__HTH__CDS__promoter,5467
cnv_depth__IBNLCO_00324__IBNLCO_00324__gene,8040
cnv_depth__IBNLCO_00324__Methyl-accepting__CDS__promoter,6582
cnv_depth__IBNLCO_00325__IBNLCO_00325__gene,6848
cnv_depth__IBNLCO_00325__Bile__CDS__promoter,4911
cnv_depth__IBNLCO_00326__IBNLCO_00326__gene__promoter,8579
cnv_depth__IBNLCO_00326__IBNLCO_00326__gene,4960
cnv_depth__IBNLCO_00327__Porin__CDS__promoter,5675
cnv_depth__IBNLCO_00327__IBNLCO_00327__gene,8893
cnv_depth__IBNLCO_00328__IBNLCO_00328__gene__promoter,7465
cnv_depth__IBNLCO_00329__IBNLCO_00329__gene,7645
cnv_depth__IBNLCO_00329__IBNLCO_00329__gene__promoter,120
cnv_depth__IBNLCO_00330__IBNLCO_00330__gene__promoter,120
cnv_depth__IBNLCO_00330__IBNLCO_00330__gene,6898
cnv_depth__IBNLCO_00331__asnC__gene,8109
cnv_depth__IBNLCO_00332__EamA__CDS__promoter,9359
cnv_depth__IBNLCO_00331__asnC__gene__promoter,9221
cnv_depth__IBNLCO_00333__IBNLCO_00333__gene,5655
cnv_depth__IBNLCO_00334__ybaK__gene,5115
cnv_depth__IBNLCO_00333__DUF1289__CDS__promoter,5523
cnv_depth__IBNLCO_00334__ybaK__gene__promoter,8245
cnv_depth__IBNLCO_00335__IBNLCO_00335__gene,9417
cnv_depth__IBNLCO_00335__hydroxymethylglutaryl-CoA__CDS__promoter,6503
cnv_depth__IBNLCO_00336__IBNLCO_00336__gene,2638
cnv_depth__IBNLCO_00336__IBNLCO_00336__gene__promoter,8644
cnv_depth__IBNLCO_00337__IBNLCO_00337__gene,5656
cnv_depth__IBNLCO_00338__Alpha/beta__CDS__promoter,216
cnv_depth__IBNLCO_00337__IBNLCO_00337__gene__promoter,216
cnv_depth__IBNLCO_00338__IBNLCO_00338__gene,8252
cnv_depth__IBNLCO_00339__IBNLCO_00339__gene,9291
cnv_depth__IBNLCO_00339__IBNLCO_00339__gene__promoter,8933
cnv_depth__IBNLCO_00340__IBNLCO_00340__gene__promoter,8793
cnv_depth__IBNLCO_00341__IBNLCO_00341__gene,6862
cnv_depth__IBNLCO_00341__hypothetical__CDS__promoter,5369
cnv_depth__IBNLCO_00342__IBNLCO_00342__gene,5444
cnv_depth__IBNLCO_00343__azlC__gene__promoter,9075
cnv_depth__IBNLCO_00342__IBNLCO_00342__gene__promoter,6408
cnv_depth__IBNLCO_00343__azlC__gene,6936
cnv_depth__IBNLCO_00344__Branched-chain__CDS__promoter,6244
cnv_depth__IBNLCO_00344__IBNLCO_00344__gene,9681
cnv_depth__IBNLCO_00345__Hydrolase-related__CDS__promoter,5488
cnv_depth__IBNLCO_00346__IBNLCO_00346__gene,8802
cnv_depth__IBNLCO_00346__SCO1/SenC__CDS__promoter,6762
cnv_depth__IBNLCO_00347__hypothetical__CDS,9405
cnv_depth__IBNLCO_00347__IBNLCO_00347__gene__promoter,135
cnv_depth__IBNLCO_00348__4-hydroxy-tetrahydrodipicolinate__CDS,9017
cnv_depth__IBNLCO_00348__IBNLCO_00348__gene__promoter,135
cnv_depth__IBNLCO_00349__IBNLCO_00349__gene__promoter,135
cnv_depth__IBNLCO_00349__hypothetical__CDS,482
cnv_depth__IBNLCO_00350__Inclusion__CDS,482
cnv_depth__IBNLCO_00350__IBNLCO_00350__gene__promoter,1189
cnv_depth__IBNLCO_00351__IBNLCO_00351__gene__promoter,1189
cnv_depth__IBNLCO_00351__DNA-directed__CDS,482
cnv_depth__IBNLCO_00352__IBNLCO_00352__gene__promoter,4290
cnv_depth__IBNLCO_00352__hypothetical__CDS,73
cnv_depth__IBNLCO_00353__Fis__CDS__promoter,73
cnv_depth__IBNLCO_00353__Fis__CDS,73
cnv_depth__IBNLCO_00354__Sulfate-binding__CDS__promoter,4921
cnv_depth__IBNLCO_00354__Sulfate-binding__CDS,6644
cnv_depth__IBNLCO_00355__IBNLCO_00355__gene__promoter,7196
cnv_depth__IBNLCO_00355__Peptidase__CDS,7311
cnv_depth__IBNLCO_00356__hypothetical__CDS__promoter,6425
cnv_depth__IBNLCO_00356__IBNLCO_00356__gene,8769
cnv_depth__IBNLCO_00357__IBNLCO_00357__gene__promoter,6589
cnv_depth__IBNLCO_00357__Potassium__CDS,6869
cnv_depth__IBNLCO_00358__IBNLCO_00358__gene__promoter,5018
cnv_depth__IBNLCO_00359__Sodium%2C__CDS__promoter,7631
cnv_depth__IBNLCO_00360__EAL__CDS__promoter,6622
cnv_depth__IBNLCO_00361__IBNLCO_00361__gene__promoter,8976
cnv_depth__IBNLCO_00362__IBNLCO_00362__gene__promoter,5303
cnv_depth__IBNLCO_00363__IBNLCO_00363__gene__promoter,7911
cnv_depth__IBNLCO_00364__IBNLCO_00364__gene__promoter,7464
cnv_depth__IBNLCO_00364__DUF3108__CDS,5031
cnv_depth__IBNLCO_00365__cutC__gene__promoter,4891
cnv_depth__IBNLCO_00365__PF03932__CDS,7907
cnv_depth__IBNLCO_00366__Biotin__CDS__promoter,4863
cnv_depth__IBNLCO_00367__ATP-dependent__CDS,6255
cnv_depth__IBNLCO_00368__IBNLCO_00368__gene,5132
cnv_depth__IBNLCO_00367__ATP-dependent__CDS__promoter,6177
cnv_depth__IBNLCO_00369__IBNLCO_00369__gene,7983
cnv_depth__IBNLCO_00368__8-amino-7-oxononanoate__CDS__promoter,5907
cnv_depth__IBNLCO_00369__IBNLCO_00369__gene__promoter,7469
cnv_depth__IBNLCO_00370__hypothetical__CDS__promoter,5712
cnv_depth__IBNLCO_00371__IBNLCO_00371__gene,5295
cnv_depth__IBNLCO_00371__YchJ-like__CDS__promoter,5604
cnv_depth__IBNLCO_00372__NADPH-dependent__CDS,8405
cnv_depth__IBNLCO_00372__IBNLCO_00372__gene__promoter,9551
cnv_depth__IBNLCO_00373__Acetyl-CoA__CDS,5543
cnv_depth__IBNLCO_00373__Acetyl-CoA__CDS__promoter,7343
cnv_depth__IBNLCO_00374__Carbonic__CDS__promoter,5583
cnv_depth__IBNLCO_00375__Isocitrate__CDS,9049
cnv_depth__IBNLCO_00375__Isocitrate__CDS__promoter,7624
cnv_depth__IBNLCO_00376__IBNLCO_00376__gene__promoter,6634
cnv_depth__IBNLCO_00377__IBNLCO_00377__gene,5501
cnv_depth__IBNLCO_00377__ABC__CDS__promoter,9431
cnv_depth__IBNLCO_00378__IBNLCO_00378__gene,8080
cnv_depth__IBNLCO_00378__putative__CDS__promoter,8767
cnv_depth__IBNLCO_00379__Winged__CDS__promoter,338
cnv_depth__IBNLCO_00380__Short-chain__CDS__promoter,338
cnv_depth__IBNLCO_00380__IBNLCO_00380__gene,7505
cnv_depth__IBNLCO_00381__Sulfoacetaldehyde__CDS__promoter,5623
cnv_depth__IBNLCO_00382__dsbA__gene,5542
cnv_depth__IBNLCO_00382__thiol:disulfide__CDS__promoter,7731
cnv_depth__IBNLCO_00383__IBNLCO_00383__gene,7860
cnv_depth__IBNLCO_00383__IBNLCO_00383__gene__promoter,6763
cnv_depth__IBNLCO_00384__IBNLCO_00384__gene,7665
cnv_depth__IBNLCO_00384__IBNLCO_00384__gene__promoter,859
cnv_depth__IBNLCO_00385__hypothetical__CDS__promoter,859
cnv_depth__IBNLCO_00385__hypothetical__CDS,8331
cnv_depth__IBNLCO_00386__Methionine__CDS,8862
cnv_depth__IBNLCO_00386__IBNLCO_00386__gene__promoter,8527
cnv_depth__IBNLCO_00387__IBNLCO_00387__gene__promoter,9593
cnv_depth__IBNLCO_00388__DUF3567__CDS,6180
cnv_depth__IBNLCO_00388__DUF3567__CDS__promoter,8081
cnv_depth__IBNLCO_00389__IBNLCO_00389__gene,6221
cnv_depth__IBNLCO_00389__DUF3108__CDS__promoter,6973
cnv_depth__IBNLCO_00390__iclR__gene,8624
cnv_depth__IBNLCO_00391__IBNLCO_00391__gene__promoter,8639
cnv_depth__IBNLCO_00390__iclR__gene__promoter,5575
cnv_depth__IBNLCO_00391__IBNLCO_00391__gene,6229
cnv_depth__IBNLCO_00392__IBNLCO_00392__gene__promoter,6867
cnv_depth__IBNLCO_00392__Enoyl-CoA__CDS,6052
cnv_depth__IBNLCO_00393__IBNLCO_00393__gene__promoter,7401
cnv_depth__IBNLCO_00393__IBNLCO_00393__gene,5766
cnv_depth__IBNLCO_00394__IBNLCO_00394__gene__promoter,7081
cnv_depth__IBNLCO_00394__PNPLA__CDS,9544
cnv_depth__IBNLCO_00395__IBNLCO_00395__gene__promoter,6661
cnv_depth__IBNLCO_00395__IBNLCO_00395__gene,5149
cnv_depth__IBNLCO_00396__IBNLCO_00396__gene__promoter,5887
cnv_depth__IBNLCO_00396__IBNLCO_00396__gene,7853
cnv_depth__IBNLCO_00397__IBNLCO_00397__gene,5134
cnv_depth__IBNLCO_00397__hypothetical__CDS__promoter,7285
cnv_depth__IBNLCO_00398__Type__CDS,9067
cnv_depth__IBNLCO_00399__IBNLCO_00399__gene,9160
cnv_depth__IBNLCO_00398__Type__CDS__promoter,6376
cnv_depth__IBNLCO_00399__IBNLCO_00399__gene__promoter,9254
cnv_depth__IBNLCO_00400__Sel1__CDS,8792
cnv_depth__IBNLCO_00400__Sel1__CDS__promoter,6405
cnv_depth__IBNLCO_00401__IBNLCO_00401__gene__promoter,9489
cnv_depth__IBNLCO_00402__ABC__CDS__promoter,7644
cnv_depth__IBNLCO_00403__Putative__CDS__promoter,6764
cnv_depth__IBNLCO_00403__mlaF__gene,5476
cnv_depth__IBNLCO_00404__ABC__CDS__promoter,5935
cnv_depth__IBNLCO_00405__IBNLCO_00405__gene__promoter,9363
cnv_depth__IBNLCO_00405__IBNLCO_00405__gene,8079
cnv_depth__IBNLCO_00406__VanZ__CDS__promoter,5944
cnv_depth__IBNLCO_00406__vanZ__gene,7485
cnv_depth__IBNLCO_00407__NADH-quinone__CDS__promoter,5333
cnv_depth__IBNLCO_00407__IBNLCO_00407__gene,8495
cnv_depth__IBNLCO_00408__Xaa-Pro__CDS__promoter,7952
cnv_depth__IBNLCO_00408__IBNLCO_00408__gene,5910
cnv_depth__IBNLCO_00409__serine-type__CDS__promoter,9283
cnv_depth__IBNLCO_00410__branched-chain-amino-acid__CDS__promoter,5311
cnv_depth__IBNLCO_00411__UPF0250__CDS__promoter,5777
cnv_depth__IBNLCO_00411__UPF0250__CDS,6851
cnv_depth__IBNLCO_00412__HTH__CDS,8206
cnv_depth__IBNLCO_00413__DUF2917__CDS__promoter,8137
cnv_depth__IBNLCO_00412__IBNLCO_00412__gene__promoter,9517
cnv_depth__IBNLCO_00413__DUF2917__CDS,9145
cnv_depth__IBNLCO_00414__gnl|Bakta|IBNLCO_00414__CDS__promoter,4938
cnv_depth__IBNLCO_00414__gnl|Bakta|IBNLCO_00414__CDS,7597
cnv_depth__IBNLCO_00415__IBNLCO_00415__gene__promoter,6668
cnv_depth__IBNLCO_00415__IBNLCO_00415__gene,6094
cnv_depth__IBNLCO_00416__IBNLCO_00416__gene,9562
cnv_depth__IBNLCO_00416__IBNLCO_00416__gene__promoter,5840
cnv_depth__IBNLCO_00417__IBNLCO_00417__gene__promoter,6551
cnv_depth__IBNLCO_00417__IBNLCO_00417__gene,8864
cnv_depth__IBNLCO_00418__HTH__CDS,5454
cnv_depth__IBNLCO_00419__IBNLCO_00419__gene__promoter,806
cnv_depth__IBNLCO_00418__HTH__CDS__promoter,806
cnv_depth__IBNLCO_00419__3-hydroxyacyl-CoA__CDS,8805
cnv_depth__IBNLCO_00420__Acyl-CoA__CDS__promoter,5263
cnv_depth__IBNLCO_00421__Pimeloyl-CoA__CDS__promoter,5531
cnv_depth__IBNLCO_00421__Pimeloyl-CoA__CDS,8402
cnv_depth__IBNLCO_00422__Acetyl-CoA:oxalate__CDS__promoter,7803
cnv_depth__IBNLCO_00422__IBNLCO_00422__gene,7373
cnv_depth__IBNLCO_00423__IBNLCO_00423__gene__promoter,8589
cnv_depth__IBNLCO_00423__IBNLCO_00423__gene,19
cnv_depth__IBNLCO_00424__IBNLCO_00424__gene__promoter,19
cnv_depth__IBNLCO_00425__IBNLCO_00425__gene__promoter,9019
cnv_depth__IBNLCO_00425__IBNLCO_00425__gene,7175
cnv_depth__IBNLCO_00426__histidine__CDS__promoter,8279
cnv_depth__IBNLCO_00427__Sigma-54-dependent__CDS__promoter,5086
cnv_depth__IBNLCO_00428__IBNLCO_00428__gene,7634
cnv_depth__IBNLCO_00428__Thioredoxin__CDS__promoter,9709
cnv_depth__IBNLCO_00429__gnl|Bakta|IBNLCO_00429__CDS__promoter,8396
cnv_depth__IBNLCO_00429__IBNLCO_00429__gene,5072
cnv_depth__IBNLCO_00430__IBNLCO_00430__gene,6133
cnv_depth__IBNLCO_00430__IBNLCO_00430__gene__promoter,5682
cnv_depth__IBNLCO_00431__IBNLCO_00431__gene__promoter,8883
cnv_depth__IBNLCO_00431__IBNLCO_00431__gene,6811
cnv_depth__IBNLCO_00432__Mg__CDS,8906
cnv_depth__IBNLCO_00432__Mg__CDS__promoter,5334
cnv_depth__IBNLCO_00433__Ubiquinone__CDS,7771
cnv_depth__IBNLCO_00433__ubiK__gene__promoter,5620
cnv_depth__IBNLCO_00434__IBNLCO_00434__gene__promoter,6044
cnv_depth__IBNLCO_00434__IBNLCO_00434__gene,9219
cnv_depth__IBNLCO_00435__Ammonium__CDS__promoter,7695
cnv_depth__IBNLCO_00435__IBNLCO_00435__gene,8379
cnv_depth__IBNLCO_00436__IBNLCO_00436__gene__promoter,9583
cnv_depth__IBNLCO_00436__Glutamate--cysteine__CDS,7683
cnv_depth__IBNLCO_00437__IBNLCO_00437__gene__promoter,6403
cnv_depth__IBNLCO_00438__IBNLCO_00438__gene__promoter,6079
cnv_depth__IBNLCO_00438__IBNLCO_00438__gene,6009
cnv_depth__IBNLCO_00439__PTS__CDS__promoter,9242
cnv_depth__IBNLCO_00439__PTS__CDS,8777
cnv_depth__IBNLCO_00440__Phosphoenolpyruvate-protein__CDS__promoter,6230
cnv_depth__IBNLCO_00441__moeB__gene,7157
cnv_depth__IBNLCO_00441__moeB__gene__promoter,8746
cnv_depth__IBNLCO_00442__IBNLCO_00442__gene__promoter,5707
