feature,coefficient,abs_coefficient
cnv_depth__IBNLCO_04106__MurR/RpiR__CDS,-0.07014881643726133,0.07014881643726133
cnv_depth__IBNLCO_04926__IBNLCO_04926__gene__promoter,-0.07012713039941491,0.07012713039941491
cnv_depth__IBNLCO_02137__IBNLCO_02137__gene,-0.06978816882000262,0.06978816882000262
cnv_depth__IBNLCO_04861__IBNLCO_04861__gene__promoter,-0.06823369636404442,0.06823369636404442
cnv_depth__IBNLCO_01937__hypothetical__CDS,-0.0681796066172895,0.0681796066172895
cnv_depth__IBNLCO_01481__Glycoside__CDS__promoter,-0.06816146011719053,0.06816146011719053
cnv_depth__IBNLCO_04226__PucR__CDS,-0.06814249885373799,0.06814249885373799
cnv_depth__IBNLCO_03750__ceoB__gene__promoter,0.06811941280273505,0.06811941280273505
cnv_depth__IBNLCO_00628__IBNLCO_00628__gene__promoter,0.06774324356309308,0.06774324356309308
cnv_depth__IBNLCO_00027__fliM__gene__promoter,-0.0677075461013856,0.0677075461013856
cnv_depth__IBNLCO_00278__flgL__gene,-0.06721760173210466,0.06721760173210466
cnv_depth__IBNLCO_03986__IBNLCO_03986__gene,0.06712906472216047,0.06712906472216047
cnv_depth__IBNLCO_05140__IBNLCO_05140__gene__promoter,0.06711936553904374,0.06711936553904374
cnv_depth__IBNLCO_05751__Glycosyltransferase__CDS__promoter,-0.06704487140639621,0.06704487140639621
cnv_depth__IBNLCO_00795__gnl|Bakta|IBNLCO_00795__CDS__promoter,0.06621383943837669,0.06621383943837669
cnv_depth__IBNLCO_03528__hypothetical__CDS__promoter,-0.06561063341231343,0.06561063341231343
cnv_depth__IBNLCO_04397__IBNLCO_04397__gene,-0.06558748767964004,0.06558748767964004
cnv_depth__IBNLCO_02512__IBNLCO_02512__gene__promoter,0.06541845458242142,0.06541845458242142
cnv_depth__IBNLCO_01238__Diguanylate__CDS,-0.06526028531535574,0.06526028531535574
cnv_depth__IBNLCO_03689__Hemin__CDS__promoter,-0.06440774958012396,0.06440774958012396
cnv_depth__IBNLCO_00920__IBNLCO_00920__gene,0.06426191685972452,0.06426191685972452
cnv_depth__IBNLCO_04278__IBNLCO_04278__gene__promoter,-0.06342610465868273,0.06342610465868273
cnv_depth__IBNLCO_03569__Pyruvate__CDS__promoter,0.06262690277964407,0.06262690277964407
cnv_depth__unknown__unknown__regulatory.5,-0.06231095509623093,0.06231095509623093
cnv_depth__IBNLCO_04850__secD__gene__promoter,-0.06220780649297299,0.06220780649297299
cnv_depth__IBNLCO_03979__tssG__gene,-0.06193763009502304,0.06193763009502304
cnv_depth__IBNLCO_04846__Sarcosine__CDS__promoter,-0.06112215522245108,0.06112215522245108
cnv_depth__IBNLCO_01438__5-deoxy-glucuronate__CDS__promoter,-0.06103033423012369,0.06103033423012369
cnv_depth__IBNLCO_01079__tRNA__CDS__promoter,0.06060132419121601,0.06060132419121601
cnv_depth__IBNLCO_01558__Major__CDS__promoter,-0.060592516658616535,0.060592516658616535
cnv_depth__IBNLCO_01003__Two-component__CDS,-0.060061103084469054,0.060061103084469054
cnv_depth__IBNLCO_03477__3-oxoadipate__CDS__promoter,-0.05999438418367368,0.05999438418367368
cnv_depth__IBNLCO_03026__IBNLCO_03026__gene__promoter,0.05982785851239163,0.05982785851239163
cnv_depth__IBNLCO_01266__asnC__gene__promoter,0.05903493595633184,0.05903493595633184
